pmid,abstract,score,mod_score,types
31940491,"Loss of p53 function contributes to the development of many cancers. While cell-autonomous consequences of p53 mutation have been studied extensively, the role of p53 in regulating the anti-tumor immune response is still poorly understood. Here, we show that loss of p53 in cancer cells modulates the tumor-immune landscape to circumvent immune destruction. Deletion of p53 promotes the recruitment and instruction of suppressive myeloid CD11b+ cells, in part through increased expression of CXCR3/CCR2-associated chemokines and macrophage colony-stimulating factor (M-CSF), and attenuates the CD4+ T helper 1 (Th1) and CD8+ T cell responses in vivo. p53-null tumors also show an accumulation of suppressive regulatory T (Treg) cells. Finally, we show that two key drivers of tumorigenesis, activation of KRAS and deletion of p53, cooperate to promote immune tolerance.",0,0.0,{}
31940492,"The tumor suppressor p53 plays a critical role in integrating a wide variety of stress responses. Therefore, p53 levels are precisely regulated by multiple ubiquitin ligases. In this study, we report that FBXW7, a substrate recognition component of the SKP1-CUL1-F-box (SCF) E3 ligase, interacts with and targets p53 for polyubiquitination and proteasomal degradation after exposure to ionizing radiation or etoposide. Mechanistically, DNA damage activates ATM to phosphorylate p53 on Ser33 and Ser37, which facilitates the FBXW7 binding and subsequent p53 degradation by SCFFBXW7. Inactivation of ATM or SCFFBXW7 by small molecular inhibitors or genetic knockdown/knockout approaches extends the p53 protein half-life upon DNA damage in an MDM2-independent manner. Biologically, FBXW7 inactivation sensitizes cancer cells to radiation or etoposide by stabilizing p53 to induce cell-cycle arrest and apoptosis. Taken together, our study elucidates a mechanism by which FBXW7 confers cancer cell survival during radiotherapy or chemotherapy via p53 targeting.",1,3.0,"{""Complex"": 1}"
31940493,"Immune checkpoint inhibitors have improved patient survival in melanoma, but the innate resistance of many patients necessitates the investigation of alternative immune targets. Many immune checkpoint proteins lack proper characterization, including V-domain Ig suppressor of T cell activation (VISTA). VISTA expression on immune cells can suppress T cell activity; however, few studies have investigated its expression and regulation in cancer cells. In this study, we observe that VISTA is expressed in melanoma patient samples and cell lines. Tumor cell-specific expression of VISTA promotes tumor onset in vivo, associated with increased intratumoral T regulatory cells, and enhanced PDL-1 expression on tumor-infiltrating macrophages. VISTA transcript levels are regulated by the stemness factor Forkhead box D3 (FOXD3). BRAF inhibition upregulates FOXD3 and reduces VISTA expression. Overall, this study demonstrates melanoma cell expression of VISTA and its regulation by FOXD3, contributing to the rationale for therapeutic strategies that combine targeted inhibitors with immune checkpoint blockade.",5,9.0,"{""Inhibition"": 2, ""IncreaseAmount"": 2, ""Activation"": 1}"
31940494,"Although there are many prospective targets in the tumor microenvironment (TME) of high-grade serous ovarian cancer (HGSOC), pre-clinical testing is challenging, especially as there is limited information on the murine TME. Here, we characterize the TME of six orthotopic, transplantable syngeneic murine HGSOC lines established from genetic models and compare these to patient biopsies. We identify significant correlations between the transcriptome, host cell infiltrates, matrisome, vasculature, and tissue modulus of mouse and human TMEs, with several stromal and malignant targets in common. However, each model shows distinct differences and potential vulnerabilities that enabled us to test predictions about response to chemotherapy and an anti-IL-6 antibody. Using machine learning, the transcriptional profiles of the mouse tumors that differed in chemotherapy response are able to classify chemotherapy-sensitive and -refractory patient tumors. These models provide useful pre-clinical tools and may help identify subgroups of HGSOC patients who are most likely to respond to specific therapies.",0,0.0,{}
31940495,"Long non-coding RNAs (lncRNAs) are critical regulators of numerous physiological processes and diseases, especially cancers. However, development of lncRNA-based therapies is limited because the mechanisms of many lncRNAs are obscure, and interactions with functional partners, including proteins, remain uncharacterized. The lncRNA SLNCR1 binds to and regulates the androgen receptor (AR) to mediate melanoma invasion and proliferation in an androgen-independent manner. Here, we use biochemical analyses coupled with selective 2'-hydroxyl acylation analyzed by primer extension (SHAPE) RNA structure probing to show that the N-terminal domain of AR binds a pyrimidine-rich motif in an unstructured region of SLNCR1. This motif is predictive of AR binding, as we identify an AR-binding motif in lncRNA HOXA11-AS-203. Oligonucleotides that bind either the AR N-terminal domain or the AR RNA motif block the SLNCR1-AR interaction and reduce SLNCR1-mediated melanoma invasion. Delivery of oligos that block SLNCR1-AR interaction thus represent a plausible therapeutic strategy.",8,8.5,"{""Complex"": 3, ""Activation"": 5}"
31940496,"PDGFRα+ mesenchymal progenitor cells are associated with pathological fibro-adipogenic processes. Conversely, a beneficial role for these cells during homeostasis or in response to revascularization and regeneration stimuli is suggested, but remains to be defined. We studied the molecular profile and function of PDGFRα+ cells in order to understand the mechanisms underlying their role in fibrosis versus regeneration. We show that PDGFRα+ cells are essential for tissue revascularization and restructuring through injury-stimulated remodeling of stromal and vascular components, context-dependent clonal expansion, and ultimate removal of pro-fibrotic PDGFRα+-derived cells. Tissue ischemia modulates the PDGFRα+ phenotype toward cells capable of remodeling the extracellular matrix and inducing cell-cell and cell-matrix adhesion, likely favoring tissue repair. Conversely, pathological healing occurs if PDGFRα+-derived cells persist as terminally differentiated mesenchymal cells. These studies support a context-dependent ""yin-yang"" biology of tissue-resident mesenchymal progenitor cells, which possess an innate ability to limit injury expansion while also promoting fibrosis in an unfavorable environment.",1,0.0,"{""Activation"": 1}"
31940497,"Despite decades of studies suggesting that the in vivo adipocyte progenitor resides within the vascular niche, the exact nature of this progenitor remains controversial because distinct studies have attributed adipogenic properties to multiple vascular cell types. Using Cre recombinases labeling distinct vascular lineages, we conduct parallel lineage tracing experiments to assess their degree of contribution to de novo adipogenesis. Although we detect occasional adipocytes that were lineage traced by endothelial or mural recombinases, these are rare events. On the other hand, platelet-derived growth factor receptor alpha (PDGFRα)-expressing adventitial or capsular fibroblasts make a significant contribution to adipocytes in all depots and experimental settings tested. Our data also suggest that fibroblasts transition to an intermediate beige adipocyte phenotype prior to differentiating to a mature white adipocyte. These observations, together with histological analyses revealing that adipose tissue fibroblasts express the mural cell marker PDGFRβ, harmonize a highly controversial field with implications for multiple human diseases, including the pandemic of obesity.",0,0.0,{}
31940498,"Maintenance of protein homeostasis, through inducible expression of molecular chaperones, is essential for cell survival under protein-damaging conditions. The expression and DNA-binding activity of heat shock factor 2 (HSF2), a member of the heat shock transcription factor family, increase upon exposure to prolonged proteotoxicity. Nevertheless, the specific roles of HSF2 and the global HSF2-dependent gene expression profile during sustained stress have remained unknown. Here, we found that HSF2 is critical for cell survival during prolonged proteotoxicity. Strikingly, our RNA sequencing (RNA-seq) analyses revealed that impaired viability of HSF2-deficient cells is not caused by inadequate induction of molecular chaperones but is due to marked downregulation of cadherin superfamily genes. We demonstrate that HSF2-dependent maintenance of cadherin-mediated cell-cell adhesion is required for protection against stress induced by proteasome inhibition. This study identifies HSF2 as a key regulator of cadherin superfamily genes and defines cell-cell adhesion as a determinant of proteotoxic stress resistance.",1,0.0,"{""Activation"": 1}"
31951515,"In a recent issue of Molecular Cell, Natarajan et al. (2020) showed that unassembled ER membrane proteins diffuse to the INM for degradation. The INM-localized Asi E3 ligase complex is sufficient and necessary for recognition and ubiquitination of unassembled ER membrane proteins.",0,0.0,{}
31951530,"In this issue of Molecular Cell, Terrell et al. (2019) characterize the interactions of RAS-RAF complexes in live cells. Using bioluminescence resonance energy transfer (BRET) technology, they show that individual RAF family members exhibit distinct binding affinities to each RAS family protein, with CRAF exhibiting high binding affinities for all RAS proteins and BRAF exhibiting increased binding affinity for KRAS.",0,0.0,{}
31951543,Chakravarty et al. (2019) and Itakura et al. (2019) report that the yeast RNA-binding protein Vts1 can convert into the [SMAUG+] prion state and delay meiosis commitment in response to starvation. It enables budding yeast to optimize their sporulation efficiency depending on how quickly nutrient availability fluctuates in their environment.,0,0.0,{}
31951544,"Glastad et al. (2019) describe a role for the neuronal CoREST corepressor and changes in juvenile hormone (JH) and ecdysone signaling during the reprogramming of social behavioral phenotypes in ants that are reflective of a natural mechanism differentiating ""Major"" and ""Minor"" worker ants.",0,0.0,{}
31951545,"Live-cell RNA imaging is a powerful approach to observe the real-time dynamics of RNA metabolism. Two recent papers describe an optimized fluorescence-based CRISPR-Cas13 approach to image colocalized or repeat-containing RNAs in real time, as well as demonstrate simultaneous RNA-DNA labeling by using Cas13 and Cas9 in tandem.",0,0.0,{}
31951546,"Genome editing is a method for making targeted sequence changes to the genomes of living cells. Prime editing, recently reported by Anzalone et al. (2019), is a new technology that uses reverse transcription to ""write"" programmed sequence changes into genomic DNA and thus promises significant technical advances.",0,0.0,{}
31952989,"Brown adipose tissue (BAT) is highly metabolically active tissue that dissipates energy via UCP1 as heat, and BAT mass is correlated negatively with obesity. The presence of BAT/BAT-like tissue in humans renders BAT as an attractive target against obesity and insulin resistance. Here, we identify Aifm2, a NADH oxidoreductase domain containing flavoprotein, as a lipid droplet (LD)-associated protein highly enriched in BAT. Aifm2 is induced by cold as well as by diet. Upon cold or β-adrenergic stimulation, Aifm2 associates with the outer side of the mitochondrial inner membrane. As a unique BAT-specific first mammalian NDE (external NADH dehydrogenase)-like enzyme, Aifm2 oxidizes NADH to maintain high cytosolic NAD levels in supporting robust glycolysis and to transfer electrons to the electron transport chain (ETC) for fueling thermogenesis. Aifm2 in BAT and subcutaneous white adipose tissue (WAT) promotes oxygen consumption, uncoupled respiration, and heat production during cold- and diet-induced thermogenesis. Aifm2, thus, can ameliorate diet-induced obesity and insulin resistance.",2,3.0,"{""Activation"": 2}"
31952990,"In eukaryotes, three-dimensional genome organization is critical for transcriptional regulation of gene expression. Long noncoding RNAs (lncRNAs) can modulate chromatin conformation of spatially related genomic locations within the nucleus. Here, we show that the lncRNA APOLO (AUXIN-REGULATED PROMOTER LOOP) recognizes multiple distant independent loci in the Arabidopsis thaliana genome. We found that APOLO targets are not spatially associated in the nucleus and that APOLO recognizes its targets by short sequence complementarity and the formation of DNA-RNA duplexes (R-loops). The invasion of APOLO to the target DNA decoys the plant Polycomb Repressive Complex 1 component LHP1, modulating local chromatin 3D conformation. APOLO lncRNA coordinates the expression of distal unrelated auxin-responsive genes during lateral root development in Arabidopsis. Hence, R-loop formation and chromatin protein decoy mediate trans action of lncRNAs on distant loci. VIDEO ABSTRACT.",0,0.0,{}
31954095,"A comprehensive catalog of cancer driver mutations is essential for understanding tumorigenesis and developing therapies. Exome-sequencing studies have mapped many protein-coding drivers, yet few non-coding drivers are known because genome-wide discovery is challenging. We developed a driver discovery method, ActiveDriverWGS, and analyzed 120,788 cis-regulatory modules (CRMs) across 1,844 whole tumor genomes from the ICGC-TCGA PCAWG project. We found 30 CRMs with enriched SNVs and indels (FDR < 0.05). These frequently mutated regulatory elements (FMREs) were ubiquitously active in human tissues, showed long-range chromatin interactions and mRNA abundance associations with target genes, and were enriched in motif-rewiring mutations and structural variants. Genomic deletion of one FMRE in human cells caused proliferative deficiencies and transcriptional deregulation of cancer genes CCNB1IP1, CDH1, and CDKN2B, validating observations in FMRE-mutated tumors. Pathway analysis revealed further sub-significant FMREs at cancer genes and processes, indicating an unexplored landscape of infrequent driver mutations in the non-coding genome.",0,0.0,{}
31956073,"We perform a CRISPR-Cas9 genome-wide screen in glioblastoma stem cells and identify integrin αvβ5 as an internalization factor for Zika virus (ZIKV). Expression of αvβ5 is correlated with ZIKV susceptibility in various cells and tropism in developing human cerebral cortex. A blocking antibody against integrin αvβ5, but not αvβ3, efficiently inhibits ZIKV infection. ZIKV binds to cells but fails to internalize when treated with integrin αvβ5-blocking antibody. αvβ5 directly binds to ZIKV virions and activates focal adhesion kinase, which is required for ZIKV infection. Finally, αvβ5 blocking antibody or two inhibitors, SB273005 and cilengitide, reduces ZIKV infection and alleviates ZIKV-induced pathology in human neural stem cells and in mouse brain. Altogether, our findings identify integrin αvβ5 as an internalization factor for ZIKV, providing a promising therapeutic target, as well as two drug candidates for prophylactic use or treatments for ZIKV infections.",1,0.0,"{""Activation"": 1}"
31959557,"Diverse accessory subunits are involved in the recruitment of polycomb repressive complex 2 (PRC2) to CpG island (CGI) chromatin. Here we report the crystal structure of a SUZ12-RBBP4 complex bound to fragments of the accessory subunits PHF19 and JARID2. Unexpectedly, this complex adopts a dimeric structural architecture, accounting for PRC2 self-association that has long been implicated. The intrinsic PRC2 dimer is formed via domain swapping involving RBBP4 and the unique C2 domain of SUZ12. MTF2 and PHF19 associate with PRC2 at around the dimer interface and stabilize the dimer. Conversely, AEBP2 binding results in a drastic movement of the C2 domain, disrupting the intrinsic PRC2 dimer. PRC2 dimerization enhances CGI DNA binding by PCLs in pairs in vitro, reminiscent of the widespread phenomenon of transcription factor dimerization in active transcription. Loss of PRC2 dimerization impairs histone H3K27 trimethylation (H3K27me3) on chromatin at developmental gene loci in mouse embryonic stem cells.",5,6.0,"{""Methylation"": 2, ""Complex"": 3}"
31968238,"Tumor-induced vascular alterations in distant organs have been linked to the spreading of cancer. In this issue of Cell Reports, He et al. (2019) show that targeting the cytokine LIGHT to the pulmonary vasculature prevents the establishment of lung metastasis in mice.",0,0.0,{}
31968239,"C-LTMRs are known to convey affective aspects of touch and to modulate injury-induced pain in humans and mice. However, a role for these neurons in temperature sensation has been suggested, but not fully demonstrated. Here, we report that deletion of C-low-threshold mechanoreceptor (C-LTMR)-expressed bhlha9 causes impaired thermotaxis behavior and exacerbated formalin-evoked pain in male, but not female, mice. Positive modulators of GABAA receptors failed to relieve inflammatory formalin pain and failed to decrease the frequency of spontaneous excitatory post-synaptic currents (sEPSCs) selectively in bhlha9 knockout (KO) males. This could be explained by a drastic change in the GABA content of lamina II inner inhibitory interneurons contacting C-LTMR central terminals. Finally, C-LTMR-specific deep RNA sequencing revealed more genes differentially expressed in male than in female bhlha9 KO C-LTMRs. Our data consolidate the role of C-LTMRs in modulation of formalin pain and provide in vivo evidence of their role in the discriminative aspects of temperature sensation.",2,1.5,"{""Inhibition"": 2}"
31968240,"The germinal center (GC) response is critical for generating high-affinity humoral immunity and immunological memory, which forms the basis of successful immunization. Control of the GC response is thought to require follicular regulatory T (Tfr) cells, a subset of suppressive Foxp3+ regulatory T cells located within GCs. Relatively little is known about the exact role of Tfr cells within the GC and how they exert their suppressive function. A unique feature of Tfr cells is their reported CXCR5-dependent localization to the GC. Here, we show that the lack of CXCR5 on Foxp3+ regulatory T cells results in a reduced frequency, but not an absence, of GC-localized Tfr cells. This reduction in Tfr cells is not sufficient to alter the magnitude or output of the GC response. This demonstrates that additional, CXCR5-independent mechanisms facilitate Treg cell homing to the GC.",0,0.0,{}
31968241,"Integrating nutrient sensing with the synthesis of complex molecules is a central feature of metabolism. Yet the regulatory mechanisms underlying such integration are often unknown. Here, we establish that the transcription regulators Rtg1/3 are key determinants of sphingolipid homeostasis in the human fungal pathogen Candida albicans. Quantitative analysis of the C. albicans lipidome reveals Rtg1/3-dependent alterations in all complex sphingolipids and their precursors, ceramides. Mutations in the regulators render the fungus susceptible to myriocin, a sphingolipid synthesis inhibitor. Rtg1/3 exert control on the expression of several enzymes involved in the synthesis of sphingolipids' building blocks, and the regulators are activated upon engulfment of C. albicans cells by human neutrophils. We demonstrate that Rtg1p and Rtg3p are regulated at two levels, one in response to sphingolipids and the other by the nutrient sensor TOR. Our findings, therefore, indicate that the Rtg1/3 system integrates nutrient sensing into the synthesis of complex lipids.",0,0.0,{}
31968242,"In the neocortex, synaptic inhibition shapes all forms of spontaneous and sensory evoked activity. Importantly, inhibitory transmission is highly plastic, but the functional role of inhibitory synaptic plasticity is unknown. In the mouse barrel cortex, activation of layer (L) 2/3 pyramidal neurons (PNs) elicits strong feedforward inhibition (FFI) onto L5 PNs. We find that FFI involving parvalbumin (PV)-expressing cells is strongly potentiated by postsynaptic PN burst firing. FFI plasticity modifies the PN excitation-to-inhibition (E/I) ratio, strongly modulates PN gain, and alters information transfer across cortical layers. Moreover, our LTPi-inducing protocol modifies firing of L5 PNs and alters the temporal association of PN spikes to γ-oscillations both in vitro and in vivo. All of these effects are captured by unbalancing the E/I ratio in a feedforward inhibition circuit model. Altogether, our results indicate that activity-dependent modulation of perisomatic inhibitory strength effectively influences the participation of single principal cortical neurons to cognition-relevant network activity.",3,6.0,"{""Activation"": 3}"
31968243,"Huntington's disease (HD) is caused by an autosomal dominant polyglutamine expansion mutation of Huntingtin (HTT). HD patients suffer from progressive motor, cognitive, and psychiatric impairments, along with significant degeneration of the striatal projection neurons (SPNs) of the striatum. HD is widely accepted to be caused by a toxic gain-of-function of mutant HTT. However, whether loss of HTT function, because of dominant-negative effects of the mutant protein, plays a role in HD and whether HTT is required for SPN health and function are not known. Here, we delete Htt from specific subpopulations of SPNs using the Cre-Lox system and find that SPNs require HTT for motor regulation, synaptic development, cell health, and survival during aging. Our results suggest that loss of HTT function in SPNs could play a critical role in HD pathogenesis.",7,13.5,"{""Activation"": 7}"
31968244,"Otx family homeoproteins Otx2 and Crx are expressed in photoreceptor precursor cells and bind to the common DNA-binding consensus sequence, but these two proteins have distinct functions in retinal development. To examine the functional substitutability of Otx2 and Crx, we generate knockin mouse lines in which Crx is replaced by Otx2 and vice versa. We find that Otx2 and Crx cannot be substituted in photoreceptor development. Subsequently, we investigate the function of Otx2 in photoreceptor and bipolar cell development. High Otx2 levels induce photoreceptor cell fate but not bipolar cell fate, whereas reduced Otx2 expression impairs bipolar cell maturation and survival. Furthermore, we identify Otx2 and Crx in the lamprey genome by using synteny analysis, suggesting that the last common ancestor of vertebrates possesses both Otx2 and Crx. We find that the retinal Otx2 expression pattern is different between lampreys and mice, suggesting that neofunctionalization of Otx2 occurred in the jawed vertebrate lineage.",1,1.5,"{""Activation"": 1}"
31968245,"Almost all life forms can detect and decode light information for adaptive advantage. Examples include the visual system, in which photoreceptor signals are processed into virtual images, and the circadian system, in which light entrains a physiological clock. Here we describe a light response pathway in mice that employs encephalopsin (OPN3, a 480 nm, blue-light-responsive opsin) to regulate the function of adipocytes. Germline null and adipocyte-specific conditional null mice show a light- and Opn3-dependent deficit in thermogenesis and become hypothermic upon cold exposure. We show that stimulating mouse adipocytes with blue light enhances the lipolysis response and, in particular, phosphorylation of hormone-sensitive lipase. This response is Opn3 dependent. These data establish a key mechanism in which light-dependent, local regulation of the lipolysis response in white adipocytes regulates energy metabolism.",0,0.0,{}
31968246,"Tissue-resident memory T cells have critical roles in long-term pathogen and tumor immune surveillance in the liver. We investigate the role of autophagy in equipping human memory T cells to acquire tissue residence and maintain functionality in the immunosuppressive liver environment. By performing ex vivo staining of freshly isolated cells from human liver tissue, we find that an increased rate of basal autophagy is a hallmark of intrahepatic lymphocytes, particularly liver-resident CD8+ T cells. CD8+ T cells with increased autophagy are those best able to proliferate and mediate cytotoxicity and cytokine production. Conversely, blocking autophagy induction results in the accumulation of depolarized mitochondria, a feature of exhausted T cells. Primary hepatic stellate cells or the prototypic hepatic cytokine interleukin (IL)-15 induce autophagy in parallel with tissue-homing/retention markers. Inhibition of T cell autophagy abrogates tissue-residence programming. Thus, upregulation of autophagy adapts CD8+ T cells to combat mitochondrial depolarization, optimize functionality, and acquire tissue residence.",1,0.0,"{""Activation"": 1}"
31968247,"Receptor-interacting protein kinase 1 (RIPK1) and 3 (RIPK3) are well known for their capacity to drive necroptosis via mixed-lineage kinase-like domain (MLKL). Recently, RIPK1/3 kinase activity has been shown to drive inflammation via activation of MAPK signaling. However, the regulatory mechanisms underlying this kinase-dependent cytokine production remain poorly understood. In the present study, we establish that the kinase activity of RIPK1/3 regulates cytokine translation in mouse and human macrophages. Furthermore, we show that this inflammatory response is downregulated by type I interferon (IFN) signaling, independent of type I IFN-promoted cell death. Specifically, low-level constitutive IFN signaling attenuates RIPK-driven activation of cap-dependent translation initiation pathway components AKT, mTORC1, 4E-BP and eIF4E, while promoting RIPK-dependent cell death. Altogether, these data characterize constitutive IFN signaling as a regulator of RIPK-dependent inflammation and establish cap-dependent translation as a crucial checkpoint in the regulation of cytokine production.",13,6.0,"{""Inhibition"": 4, ""Activation"": 9}"
31968248,"Due to limited current therapies, metastases are the primary cause of mortality in cancer patients. Here, we employ a fusion compound of the cytokine LIGHT and a vascular targeting peptide (LIGHT-VTP) that homes to angiogenic blood vessels in primary tumors. We show in primary mouse lung cancer that normalization of tumor vasculature by LIGHT-VTP prevents cancer cell intravasation. Further, LIGHT-VTP efficiently targets pathological blood vessels in the pre-metastatic niche, reducing vascular hyper-permeability and extracellular matrix (ECM) deposition, thus blocking metastatic lung colonization. Moreover, we demonstrate that mouse and human metastatic melanoma deposits are targetable by VTP. In overt melanoma metastases, LIGHT-VTP normalizes intra-metastatic blood vessels and increases GrzB+ effector T cells. Successful treatment induces high endothelial venules (HEVs) and lymphocyte clusters, which sensitize refractory lung metastases to anti-PD-1 checkpoint inhibitors. These findings demonstrate an important application for LIGHT-VTP therapy in preventing metastatic development as well as exerting anti-tumor effects in established metastases.",0,0.0,{}
31968249,"Recent reports have shown the critical role of the mitochondrial antiviral signaling (MAVS) protein in virus-induced apoptosis, but the involvement of MAVS in tumorigenesis is still poorly understood. Herein, we report that MAVS is a key regulator of p53 activation and is critical for protecting against tumorigenesis. We find that MAVS promotes p53-dependent cell death in response to DNA damage. MAVS interacts with p53 and mediates p53 mitochondrial recruitment under genotoxic stress. Mechanistically, MAVS inhibits p53 ubiquitination by blocking the formation of the p53-murine double-minute 2 (MDM2) complex, leading to the stabilization of p53. Notably, compared with their wild-type littermates, MAVS knockout mice display decreased resistance to azoxymethane (AOM) or AOM/dextran sulfate sodium salt (DSS)-induced colon cancer. MAVS expression is significantly downregulated in human colon cancer tissues. These results unveil roles for MAVS in DNA damage response and tumor suppression.",6,13.5,"{""Deubiquitination"": 1, ""Activation"": 5}"
31968250,"Vitamin D (VD) is a known differentiating agent, but the role of VD receptor (VDR) is still incompletely described in acute myeloid leukemia (AML), whose treatment is based mostly on antimitotic chemotherapy. Here, we present an unexpected role of VDR in normal hematopoiesis and in leukemogenesis. Limited VDR expression is associated with impaired myeloid progenitor differentiation and is a new prognostic factor in AML. In mice, the lack of Vdr results in increased numbers of hematopoietic and leukemia stem cells and quiescent hematopoietic stem cells. In addition, malignant transformation of Vdr-/- cells results in myeloid differentiation block and increases self-renewal. Vdr promoter is methylated in AML as in CD34+ cells, and demethylating agents induce VDR expression. Association of VDR agonists with hypomethylating agents promotes leukemia stem cell exhaustion and decreases tumor burden in AML mouse models. Thus, Vdr functions as a regulator of stem cell homeostasis and leukemic propagation.",2,3.0,"{""Inhibition"": 1, ""Activation"": 1}"
31968251,"Epigenetic changes are increasingly being appreciated as key events in breast cancer progression. However, breast cancer subtype-specific epigenetic regulation remains poorly investigated. Here we report that EZH2 is a leading candidate of epigenetic modulators associated with the TNBC subtype and that it predicts poor overall survival in TNBC patients. We demonstrate that specific pharmacological or genetic inhibition of EZH2 catalytic activity impairs distant metastasis. We further define a specific EZH2high population with enhanced invasion, mammosphere formation, and metastatic potential that exhibits marked sensitivity to EZH2 inhibition. Mechanistically, EZH2 inhibition differentiates EZH2high basal cells to a luminal-like phenotype by derepressing GATA3 and renders them sensitive to endocrine therapy. Furthermore, dissection of human TNBC heterogeneity shows that EZH2high basal-like 1 and mesenchymal subtypes have exquisite sensitivity to EZH2 inhibition compared with the EZH2low luminal androgen receptor subtype. These preclinical findings provide a rationale for clinical development of EZH2 as a targeted therapy against TNBC metastasis.",0,0.0,{}
31968252,"Lung squamous cell carcinoma (LSCC) is a prevalent form of lung cancer exhibiting distinctive histological and genetic characteristics. Chromosome 3q26 copy number gain (CNG) is a genetic hallmark of LSCC present in >90% of tumors. We report that 3q26 CNGs occur early in LSCC tumorigenesis, persist during tumor progression, and drive coordinate overexpression of PRKCI, SOX2, and ECT2. Overexpression of PRKCI, SOX2, and ECT2 in the context of Trp53 loss is sufficient to transform mouse lung basal stem cells into tumors with histological and genomic features of LSCC. Functionally, PRKCI and SOX2 collaborate to activate an extensive transcriptional program that enforces a lineage-restricted LSCC phenotype, whereas PRKCI and ECT2 collaborate to promote oncogenic growth. Gene signatures indicative of PKCι-SOX2 and PKCι-ECT2 signaling activity are enriched in the classical subtype of human LSCC and predict distinct therapeutic vulnerabilities. Thus, the PRKCI, SOX2, and ECT2 oncogenes represent a multigenic driver of LSCC.",0,0.0,{}
31968253,"The physiological effects of the many germline mutations of TP53, encoding the tumor suppressor protein p53, are poorly understood. Here we report generating a p53 R178C knockin mouse modeling the human TP53 R181C mutation, which is notable for its prevalence and prior molecular characterization. Consistent with its weak cancer penetrance in humans, homozygous p53178C/C mice show a modest increase in tumorigenesis but, surprisingly, are lean with decreased body fat content. They display evidence of increased lipolysis and upregulation of fatty acid metabolism in their inguinal white adipose tissue (iWAT). Gene expression and chromatin immunoprecipitation sequencing (ChIP-seq) analyses show that the mutant p53 bound and transactivated Beta-3-Adrenergic Receptor (ADRB3), a gene that is known to promote lipolysis and is associated with obesity. This study reveals that a germline mutation of p53 can affect fat metabolism, which has been implicated in cancer development.",2,6.0,"{""Complex"": 2}"
31968254,"Periostin is a multifunctional extracellular matrix protein involved in various inflammatory diseases and tumor metastasis; however, evidence regarding whether and how periostin actively contributes to inflammation-associated tumorigenesis remains elusive. Here, we demonstrate that periostin deficiency significantly inhibits the occurrence of colorectal cancer in azoxymethane/dextran sulfate sodium-treated mice and in ApcMin/+ mice. Moreover, periostin deficiency attenuates the severity of colitis and reduces the proliferation of tumor cells. Mechanistically, stromal fibroblast-derived periostin activates FAK-Src kinases through integrin-mediated outside-in signaling, which results in the activation of YAP/TAZ and, subsequently, IL-6 expression in tumor cells. Conversely, IL-6 induces periostin expression in fibroblasts by activating STAT3, which ultimately facilitates colorectal tumor development. These findings provide the evidence that periostin promotes colorectal tumorigenesis, and identify periostin- and IL-6-mediated tumor-stroma interaction as a promising target for treating colitis-associated colorectal cancer.",8,15.0,"{""IncreaseAmount"": 2, ""Activation"": 6}"
31968255,"Induction of lung regeneration by transplantation of lung progenitor cells is a critical preclinical challenge. Recently, we demonstrated that robust lung regeneration can be achieved if the endogenous stem cell niches in the recipient's lung are vacated by sub-lethal pre-conditioning. However, overcoming MHC barriers is an additional requirement for clinical application of this attractive approach. We demonstrate here that durable tolerance toward mis-matched lung progenitors and their derivatives can be achieved without any chronic immune suppression, by virtue of co-transplantation with hematopoietic progenitors from the same donor. Initial proof of concept of this approach was attained by transplantation of fetal lung cells comprising both hematopoietic and non-hematopoietic progenitors. Furthermore, an even higher rate of blood and epithelial lung chimerism was attained by using adult lung cells supplemented with bone marrow hematopoietic progenitors. These results lay the foundation for repair of lung injury through a procedure akin to bone marrow transplantation.",0,0.0,{}
31968256,"How chromosome organization is related to genome function remains poorly understood. Cohesin, loop extrusion, and CCCTC-binding factor (CTCF) have been proposed to create topologically associating domains (TADs) to regulate gene expression. Here, we examine chromosome conformation in embryonic stem cells lacking cohesin and find, as in other cell types, that cohesin is required to create TADs and regulate A/B compartmentalization. However, in the absence of cohesin, we identify a series of long-range chromosomal interactions that persist. These correspond to regions of the genome occupied by the polycomb repressive system and are dependent on PRC1. Importantly, we discover that cohesin counteracts these polycomb-dependent interactions, but not interactions between super-enhancers. This disruptive activity is independent of CTCF and insulation and appears to modulate gene repression by the polycomb system. Therefore, we discover that cohesin disrupts polycomb-dependent chromosome interactions to modulate gene expression in embryonic stem cells.",0,0.0,{}
31968257,"Trypanosoma brucei evades mammalian immunity by using recombination to switch its surface-expressed variant surface glycoprotein (VSG), while ensuring that only one of many subtelomeric multigene VSG expression sites are transcribed at a time. DNA repair activities have been implicated in the catalysis of VSG switching by recombination, not transcriptional control. How VSG switching is signaled to guide the appropriate reaction or to integrate switching into parasite growth is unknown. Here, we show that the loss of ATR, a DNA damage-signaling protein kinase, is lethal, causing nuclear genome instability and increased VSG switching through VSG-localized damage. Furthermore, ATR loss leads to the increased transcription of silent VSG expression sites and expression of mixed VSGs on the cell surface, effects that are associated with the altered localization of RNA polymerase I and VEX1. This work shows that ATR acts in antigenic variation both through DNA damage signaling and surface antigen expression control.",2,3.0,"{""Inhibition"": 2}"
